,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
0,2,1.3940395255043698,-0.5607286324478581,-2.6835946676633156,-0.9797257429740028,-0.4650947796062447,-8.530843132245735,-0.30721116978161533,0.3388496809820849,-0.04999162020237263,0.43056372356670647,-0.5573364820604596,-0.08349892660947664,1.3823971026597086,1.847391194782194,1.7424092680485233,3.473436517125916,0.7213229337995589,3.0723914613016645,-0.7384084463628707,-1.337418557203733,-0.6000579417659383,-0.4938600936287566,0.09507694607076739,0.7491678726836658,-0.18966491507303077,1.5701504698372442,-0.8621382280236247,5.835568700472324,-3.434165562553515,-0.6658150373024125,-2.050753259401216,-0.6340300193138743,9.304514232723628,-0.25843235386705454,2.3795402611180942
1,2,0.9458261152965035,2.0139125354338843,0.5604700748061692,-0.9602725588869775,-0.7700155012238691,5.876344825539333,-0.37734181056456395,0.048878552795613824,0.8972091009495556,0.22400555488702784,1.8292819653668135,-5.5897598253870395,-0.6840272129291369,2.0649950384227296,0.2715217233324564,0.7068725548531797,2.4425603407237566,-1.6530305146119524,-0.30691828407652855,0.8818216532489359,-1.787958306238469,2.318626522192458,-0.625340793453362,1.8779410232900888,0.043805982826984176,0.3851999816417937,0.2900889181156169,-0.1316630533618087,-1.500944564577447,3.4714774029569555,-1.5211219130521267,-0.8235522589897557,-2.649174454283924,-0.5654850662742482,-3.5070127314427753
2,0,1.0302141353401066,0.23558907065458792,-0.22263761026286719,-0.11679802243516887,-0.9857449301706501,-4.585816217396251,0.463274071434873,-0.571512040171596,-0.22206717929366085,-0.9139076464127994,0.7301947492386559,1.7751058181756865,-0.26947920949626114,-4.679245736019472,0.7198587821085061,0.17893520014808187,-3.2094621088666373,-2.095551035879178,-4.295226309231259,-0.44757275611257696,-0.6919543144085428,-4.258693091711886,-0.636143922949069,0.07884936010246082,0.539503374109855,6.870866028303693,1.9458758721710854,0.7261945353646267,0.3745045949933452,-1.506320157014912,-2.3869303307022163,-1.783734248521494,-3.362477188211854,0.9656676694515569,-12.990005804642346
3,1,-0.30426378351373995,0.5504371114319501,2.5299175263022886,0.16453486763525574,-1.0130615024385332,-0.5906123760663403,-0.3393925539259016,-0.18925122728445712,0.572884738183963,-0.015524402331626358,-0.924211664915635,1.4761682581142637,0.8603420003657971,-1.398179063612742,-2.5974518038522763,0.1745094031266167,0.6927269127679282,-2.9446917229449934,1.5270142657991723,0.1478870614101843,0.40483853729694286,1.6584180694581918,2.2130317314612507,-0.10612748587585594,0.36646048182933866,-5.215601898284027,-0.15924005670222488,1.2029079120113335,0.36475432615457437,-10.769305523040115,3.3696472549495735,-2.4678049525302397,-5.277282447683494,-1.0475268915114861,-0.35784777976516347
4,1,0.3615055187140085,1.6672983761892783,3.1275304954518757,-0.015352809301503595,-0.03646899769795278,10.065464073625328,-0.48131041098950866,-1.1135947125425947,0.7445494492175491,1.0311272416811388,-0.206639600643831,-3.359392275481789,-0.3405387580831727,-3.33254735418755,1.7415167464503583,0.21481707563649813,-2.1217759107746934,1.869251288313127,1.1484325898411187,-1.2869767342802558,0.5900078540988098,-1.0886496469651301,-0.9789422986570523,1.2115059779618411,-0.8616201851803947,2.3481531050470745,0.44813806559156477,-2.021717731288801,-3.313209744644131,9.043223064280793,0.917911881029992,3.607821661305926,-0.9208018738395217,0.8252585420147769,-0.6452154966230516
5,0,-0.3496019783712131,-0.23400830822145732,3.6985390988315516,0.34513096454779724,0.6227645451003796,-0.9411880930545465,-0.5325012164981047,1.3527197597390677,1.87124129374615,0.472358031525836,1.50172023415744,2.3541284941987706,-0.6586280826782545,-0.5701997950260599,-0.11905769812852682,1.9282523537482477,-1.584362774801487,0.3128828351394243,0.18504642906813965,-0.5290178693056345,-1.947629880581362,0.9685776522290438,0.15884891592093384,1.7998238964584559,0.19466767942560392,-8.563901031265846,1.399827692825718,3.4574986261302754,5.231232706554601,-1.4051254567344844,-1.3673957832814292,-3.543340596036479,0.903481632758912,-0.32757482446860176,-2.9697105813845006
6,1,0.7674474447711522,-0.06032129869266664,0.445011622741608,-2.4930145228669987,-0.558684659693139,-0.9933485921463677,0.3867352145702143,0.7486587910881443,0.6259041171577311,-0.040036891294495836,0.2040976264908137,5.975751902831276,-0.04497839196997702,-4.446158762587704,-0.8469814211845603,-0.026748657384688318,-0.8264145672460854,1.6198832744912348,2.3518893883213465,0.9665057548268782,-0.6446390511854665,4.833828640165488,0.43682681257773515,-1.9668484021600503,1.357608916069423,-0.7583305886220267,-0.8333547251959882,-0.4726183477413267,-0.48914600242355943,-7.3377125749197765,5.803145552952286,0.015469157065071487,-3.1417672279887787,-0.7868756420084422,7.710381285411426
7,0,0.4852968201757162,0.7064637937445802,-3.296367765477338,-1.341146606535776,0.998725309702817,2.3169529354515754,0.2687931740321427,0.8330747611159499,-0.6511366928464416,1.3254463623505675,2.0716847159857186,-0.7009218280922996,0.5530003940058777,-0.14536214413985457,-0.17282867107848085,0.11544882362133838,4.073127802261014,-0.04374765311255899,0.37753817935968115,-1.4567152713858729,0.5474594601750147,-0.12859557213253744,-0.6399992330063514,4.5153941833709474,0.16776322725564755,1.8199365265765428,-1.3361070355736473,0.3607544866040894,0.7932085470310356,-1.7374529234429579,-3.2118711518527423,1.1846530604761778,4.362026858211416,-1.6182395091400732,1.5142654390959498
8,1,0.5872048471332403,0.23198881721238043,0.19549235631186804,-0.38547722534961937,0.47288841253831115,2.1419906176919503,0.1584818584419086,2.5347003494534524,0.8502122409462952,0.368396456952671,-0.7374382389909658,0.9568124378153675,1.2084144813273348,-1.0738156856389682,-1.646205887988239,1.195583649838369,-1.2051936572056026,-1.5087791864548452,2.496014926305309,-3.8859061419741963,0.7049763925752578,-2.531960688176451,-1.1055308416329082,0.2440272504714013,0.6244633717846653,1.0103150530470977,-1.1107549790353564,0.37935944802332533,-0.9525908854214672,-3.514106120824147,-1.0560454351947985,1.7647541130343813,2.996716994545508,-0.8549456297795428,-1.045843008737178
9,2,0.7797545601769991,0.9323970061363653,2.491422174602309,3.0089324944150597,1.5361218341556224,8.104385416365078,0.6155708655784103,-2.0327902408911545,-0.1887863782395762,0.0053107563279245346,-0.012406864213075991,0.5674091907899269,0.11578887010998921,0.9552900278043847,2.628272582645851,-0.8134203269009643,5.163027495576504,1.1268836040705157,-1.7413759820869976,1.7769210471699202,-0.312487667262891,1.668490597244456,0.7382034055645338,-2.0673695235730123,0.314000624462189,1.7466023437199585,0.8910312422638085,1.3814025479124967,0.515537413766426,4.205047826827162,-1.3389232413514085,2.740762503632264,-5.821789216022212,0.3899325697271695,6.189782508797418
